property_id,source_name,sentiment_score,sentiment_label,zero_shot_fraud_score,linguistic_score,fraud_score,risk_level,fraud_flags,tabular_model_version,mistral_explanation
mubawab_8308913,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8307794,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8308365,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
tunisieannonce_7717eb2ec0c3,tunisieannonce,0.0,positive,0.385,0.2,18.47,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
mubawab_8308446,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8310540,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8311823,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8311576,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8311870,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8312841,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8312549,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8312682,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8314567,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8316525,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8316180,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8316039,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8317120,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8316877,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8318072,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8317100,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8317786,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8320004,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8319548,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8318361,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8319924,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8320338,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8320349,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8320569,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8320358,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8320963,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8320856,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8320802,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8321523,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8321473,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8321192,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8321011,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8321375,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8321713,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8321620,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8321682,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8321631,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8321936,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8321845,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8321821,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8321802,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8322113,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8321993,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8324856,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8325464,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8326059,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8325135,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8325137,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8325449,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8325546,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8326264,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8326574,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8326104,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8327250,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
newkey_115146,newkey,0.0,positive,0.3394,0.2,16.88,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_112425,newkey,0.0,positive,0.2732,0.0,9.56,normal,[],xlm_roberta_mdeberta_v1,
newkey_113083,newkey,0.0,positive,0.3588,0.0,12.56,normal,[],xlm_roberta_mdeberta_v1,
newkey_113170,newkey,0.0,positive,0.318,0.0,11.13,normal,[],xlm_roberta_mdeberta_v1,
newkey_114413,newkey,0.0,positive,0.3435,0.45,23.27,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
newkey_114373,newkey,0.0,positive,0.2706,0.2,14.47,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_114365,newkey,0.0,positive,0.2945,0.0,10.31,normal,[],xlm_roberta_mdeberta_v1,
newkey_115184,newkey,0.0,positive,0.3301,0.2,16.55,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_114452,newkey,0.0,positive,0.3331,0.2,16.66,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_116335,newkey,0.0,positive,0.3623,0.2,17.68,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_116679,newkey,0.0,positive,0.4091,0.0,14.32,normal,[],xlm_roberta_mdeberta_v1,
newkey_117917,newkey,0.0,positive,0.3461,0.25,18.36,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_117480,newkey,0.0,positive,0.3336,0.2,16.68,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_119230,newkey,0.0,positive,0.3022,0.25,16.83,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_120100,newkey,0.0,positive,0.3556,0.45,23.7,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
newkey_118880,newkey,0.0,positive,0.3895,0.0,13.63,normal,[],xlm_roberta_mdeberta_v1,
newkey_120889,newkey,0.0,positive,0.3648,0.0,12.77,normal,[],xlm_roberta_mdeberta_v1,
newkey_120486,newkey,0.0,positive,0.4093,0.0,14.33,normal,[],xlm_roberta_mdeberta_v1,
newkey_121132,newkey,0.0,positive,0.3297,0.45,22.79,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
newkey_122030,newkey,0.0,positive,0.3501,0.2,17.25,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_122027,newkey,0.0,positive,0.3399,0.0,11.9,normal,[],xlm_roberta_mdeberta_v1,
newkey_122850,newkey,0.0,positive,0.3734,0.2,18.07,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_122905,newkey,0.0,positive,0.34,0.0,11.9,normal,[],xlm_roberta_mdeberta_v1,
newkey_123672,newkey,0.0,positive,0.3571,0.0,12.5,normal,[],xlm_roberta_mdeberta_v1,
newkey_122909,newkey,0.0,positive,0.3275,0.2,16.46,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_122982,newkey,0.0,positive,0.3184,0.0,11.14,normal,[],xlm_roberta_mdeberta_v1,
newkey_123044,newkey,0.0,positive,0.3142,0.25,17.25,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_123040,newkey,0.0,positive,0.3442,0.0,12.05,normal,[],xlm_roberta_mdeberta_v1,
newkey_123134,newkey,0.0,positive,0.3231,0.0,11.31,normal,[],xlm_roberta_mdeberta_v1,
newkey_123138,newkey,0.0,positive,0.3092,0.25,17.07,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_123384,newkey,0.0,positive,0.3522,0.0,12.33,normal,[],xlm_roberta_mdeberta_v1,
newkey_123208,newkey,0.0,positive,0.3596,0.2,17.59,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_123530,newkey,0.0,positive,0.335,0.25,17.97,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_123461,newkey,0.0,positive,0.3878,0.0,13.57,normal,[],xlm_roberta_mdeberta_v1,
newkey_123699,newkey,0.0,positive,0.3331,0.25,17.91,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_124015,newkey,0.0,positive,0.2614,0.0,9.15,normal,[],xlm_roberta_mdeberta_v1,
newkey_124031,newkey,0.0,positive,0.3195,0.75,29.93,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
newkey_124071,newkey,0.0,positive,0.3293,0.0,11.53,normal,[],xlm_roberta_mdeberta_v1,
newkey_128253,newkey,0.0,positive,0.3403,0.0,11.91,normal,[],xlm_roberta_mdeberta_v1,
newkey_124109,newkey,0.0,positive,0.3621,0.0,12.67,normal,[],xlm_roberta_mdeberta_v1,
newkey_124355,newkey,0.0,positive,0.3155,0.25,17.29,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_124523,newkey,0.0,positive,0.3082,0.25,17.04,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_124544,newkey,0.0,positive,0.3674,0.0,12.86,normal,[],xlm_roberta_mdeberta_v1,
newkey_124570,newkey,0.0,positive,0.3411,0.25,18.19,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_124702,newkey,0.0,positive,0.4044,0.0,14.15,normal,[],xlm_roberta_mdeberta_v1,
newkey_125012,newkey,0.0,positive,0.3717,0.0,13.01,normal,[],xlm_roberta_mdeberta_v1,
newkey_124907,newkey,0.0,positive,0.3297,0.25,17.79,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_125024,newkey,0.0,positive,0.3387,0.25,18.1,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_124970,newkey,0.0,positive,0.34,0.0,11.9,normal,[],xlm_roberta_mdeberta_v1,
newkey_127781,newkey,0.0,positive,0.3523,0.25,18.58,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_127728,newkey,0.0,positive,0.3132,0.25,17.21,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_125026,newkey,0.0,positive,0.3142,0.25,17.25,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_127722,newkey,0.0,positive,0.3652,0.25,19.03,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_127771,newkey,0.0,positive,0.382,0.0,13.37,normal,[],xlm_roberta_mdeberta_v1,
newkey_128203,newkey,0.0,positive,0.3985,0.0,13.95,normal,[],xlm_roberta_mdeberta_v1,
newkey_128098,newkey,0.0,positive,0.3526,0.0,12.34,normal,[],xlm_roberta_mdeberta_v1,
newkey_128324,newkey,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
newkey_128377,newkey,0.0,positive,0.3708,0.0,12.98,normal,[],xlm_roberta_mdeberta_v1,
newkey_128479,newkey,0.0,positive,0.3303,0.25,17.81,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_128669,newkey,0.0,positive,0.3707,0.0,12.97,normal,[],xlm_roberta_mdeberta_v1,
newkey_128697,newkey,0.0,positive,0.2869,0.0,10.04,normal,[],xlm_roberta_mdeberta_v1,
newkey_128542,newkey,0.0,positive,0.4221,0.2,19.77,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_128530,newkey,0.0,positive,0.3367,0.0,11.78,normal,[],xlm_roberta_mdeberta_v1,
newkey_128689,newkey,0.0,positive,0.3926,0.0,13.74,normal,[],xlm_roberta_mdeberta_v1,
newkey_128984,newkey,0.0,positive,0.3582,0.0,12.54,normal,[],xlm_roberta_mdeberta_v1,
newkey_128978,newkey,0.0,positive,0.3157,0.25,17.3,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_128925,newkey,0.0,positive,0.3063,0.45,21.97,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
newkey_129223,newkey,0.0,positive,0.3949,0.0,13.82,normal,[],xlm_roberta_mdeberta_v1,
newkey_129207,newkey,0.0,positive,0.3297,0.0,11.54,normal,[],xlm_roberta_mdeberta_v1,
newkey_129493,newkey,0.0,positive,0.262,0.2,14.17,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_129383,newkey,0.0,positive,0.3181,0.2,16.13,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_129651,newkey,0.0,positive,0.2919,0.0,10.22,normal,[],xlm_roberta_mdeberta_v1,
newkey_129647,newkey,0.0,positive,0.3786,0.2,18.25,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_129739,newkey,0.0,positive,0.3341,0.45,22.94,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
newkey_130028,newkey,0.0,positive,0.3084,0.2,15.79,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_129571,newkey,0.0,positive,0.2904,0.2,15.16,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_129818,newkey,0.0,positive,0.2888,0.3,17.61,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
newkey_129849,newkey,0.0,positive,0.2664,0.0,9.32,normal,[],xlm_roberta_mdeberta_v1,
newkey_129791,newkey,0.0,positive,0.328,0.45,22.73,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
newkey_130161,newkey,0.0,positive,0.34,0.2,16.9,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_129767,newkey,0.0,positive,0.3053,0.25,16.94,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_129766,newkey,0.0,positive,0.3343,0.75,30.45,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
newkey_129864,newkey,0.0,positive,0.3228,0.0,11.3,normal,[],xlm_roberta_mdeberta_v1,
newkey_129924,newkey,0.0,positive,0.2893,0.0,10.13,normal,[],xlm_roberta_mdeberta_v1,
newkey_129867,newkey,0.0,positive,0.3555,0.2,17.44,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_130222,newkey,0.0,positive,0.3592,0.2,17.57,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_130380,newkey,0.0,positive,0.3358,0.0,11.75,normal,[],xlm_roberta_mdeberta_v1,
newkey_130189,newkey,0.0,positive,0.3105,0.0,10.87,normal,[],xlm_roberta_mdeberta_v1,
newkey_130430,newkey,0.0,positive,0.3086,0.25,17.05,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_130435,newkey,0.0,positive,0.3747,0.25,19.36,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_130604,newkey,0.0,positive,0.3479,0.0,12.18,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_2e7a078000ea,tunisieannonce,0.0,positive,0.3497,0.0,12.24,normal,[],xlm_roberta_mdeberta_v1,
newkey_130525,newkey,0.0,positive,0.3239,0.25,17.59,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_130627,newkey,0.0,positive,0.3696,0.0,12.94,normal,[],xlm_roberta_mdeberta_v1,
newkey_130690,newkey,0.0,positive,0.3211,0.25,17.49,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_70942,newkey,0.0,positive,0.2805,0.2,14.82,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_130692,newkey,0.0,positive,0.3497,0.25,18.49,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_008b23cb6a21,tunisieannonce,0.0,positive,0.2477,0.0,8.67,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_01872a2d0cba,tunisieannonce,0.0,positive,0.2614,0.0,9.15,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_018a3fc4f286,tunisieannonce,0.0,positive,0.3564,0.0,12.47,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0288217ea7e8,tunisieannonce,0.0,positive,0.285,0.0,9.97,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_024ee790f4dd,tunisieannonce,0.0,positive,0.3608,0.25,18.88,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_0317e5929a3e,tunisieannonce,0.0,positive,0.4156,0.5,27.05,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_03262d41acb4,tunisieannonce,0.0,positive,0.3235,0.2,16.32,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_031253e6609c,tunisieannonce,0.0,positive,0.3217,0.0,11.26,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_03d85d888e67,tunisieannonce,0.0,positive,0.3111,0.2,15.89,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_03fb719ffd85,tunisieannonce,0.0,positive,0.3604,0.0,12.61,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_04d647055e17,tunisieannonce,0.0,positive,0.3791,0.55,27.02,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_052f1660b10b,tunisieannonce,0.0,positive,0.4089,0.0,14.31,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_050aa74957c5,tunisieannonce,0.0,positive,0.3339,0.25,17.94,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_067e0d0fa300,tunisieannonce,0.0,positive,0.3255,0.75,30.14,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_06dc53b94980,tunisieannonce,0.0,positive,0.3253,0.2,16.39,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_069b832aa66d,tunisieannonce,0.0866,neutral,0.3583,0.0,16.0,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_303785b68428,tunisieannonce,0.0,positive,0.3044,0.0,10.65,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_078d6b6f1d1a,tunisieannonce,0.1003,neutral,0.338,0.2,20.84,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_0832fb265089,tunisieannonce,0.0,positive,0.334,0.25,17.94,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_08a0f3a06940,tunisieannonce,0.0,positive,0.3956,0.55,27.6,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_08ec64f3f2e1,tunisieannonce,0.0,positive,0.3277,0.3,18.97,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_0938c485f8d2,tunisieannonce,0.0,positive,0.4122,0.75,33.18,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_0aa1dd089128,tunisieannonce,0.0,positive,0.3305,0.0,11.57,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_08e2b11e60a7,tunisieannonce,0.0,positive,0.3329,0.0,11.65,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_096bdeceadb3,tunisieannonce,0.0,positive,0.3341,0.0,11.69,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0a1ce4665261,tunisieannonce,0.0,positive,0.333,0.25,17.9,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_09fd514f05cb,tunisieannonce,0.0,positive,0.3578,0.25,18.77,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_09b1bae71919,tunisieannonce,0.0,positive,0.3542,0.3,19.9,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_383fbcf28efb,tunisieannonce,0.0,positive,0.2974,0.0,10.41,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0a9a62902297,tunisieannonce,0.0,positive,0.3278,0.0,11.47,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0a325feecb2c,tunisieannonce,0.0,positive,0.3078,0.55,24.52,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_0b8304ef4963,tunisieannonce,0.0,positive,0.3473,0.0,12.16,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0c070504db86,tunisieannonce,0.0,positive,0.3145,0.3,18.51,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_0d701ea516e2,tunisieannonce,0.0,positive,0.3583,0.25,18.79,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_0c226ed4006a,tunisieannonce,0.0,positive,0.2926,0.0,10.24,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0c0c6db28f6c,tunisieannonce,0.0,positive,0.3347,0.5,24.21,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_0cac0f203518,tunisieannonce,0.0,positive,0.3019,0.0,10.57,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0cf2492edd95,tunisieannonce,0.0,positive,0.3324,0.0,11.63,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0d4c5de07bf8,tunisieannonce,0.0,positive,0.3585,0.2,17.55,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_0e4dd3b183be,tunisieannonce,0.0,positive,0.3378,0.3,19.32,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_0df7b61c664f,tunisieannonce,0.0,positive,0.4152,0.0,14.53,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0e00fd23a870,tunisieannonce,0.0,positive,0.2455,0.0,8.59,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0e99f9eab281,tunisieannonce,0.0,positive,0.3802,0.55,27.06,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_0ec6330c6548,tunisieannonce,0.0,positive,0.3049,0.75,29.42,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_0e897ded0f62,tunisieannonce,0.0767,neutral,0.4391,0.25,24.69,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_0f1b30afce1d,tunisieannonce,0.0,positive,0.3245,0.0,11.36,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0f4aea7aa51e,tunisieannonce,0.0,positive,0.3632,0.2,17.71,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_10117993de70,tunisieannonce,0.0,positive,0.3512,0.0,12.29,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_1003dc04cad5,tunisieannonce,0.3515,negative,0.4204,0.55,42.52,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_10834ecd53ad,tunisieannonce,0.0,positive,0.3516,0.3,19.81,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_0ff9a830ac93,tunisieannonce,0.0,positive,0.37,0.2,17.95,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
